country,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
South Korea,3.062602598,3.422521356,3.943424173,4.711132205,5.754140464,6.057629596,6.817223858,8.18292378,9.583307121,10.15205843,11.59067157,14.66057625,15.97974239,16.45123422,19.93227841,20.6422114,22.32096035,25.45600215,28.84595752,30.95025706,36.3588592,36.81458351,38.14888291,38.75088173,41.22209938,44.77314373,48.71310802,49.85584913,52.65825606,60.67353975,64.478217,67.53225892,71.51700771,77.01809919,87.83782107,93.95844799,102.07217,109.5877795,116.7538395,99.2216867,108.7132253,121.5722415,122.4210087,126.5360301,126.2028706,130.6238484,125.3672662,127.0758488,134.6488477,138.0410902,138.3090597,154.4652846,160.5905754,159.2881707,161.4464664,160.0840307,162.4983311,168.6572262,169.3804639,173.2898656,166.8294801
Moldova,2.868224095,2.986348911,3.079796391,3.23247043,3.466626517,3.68677902,3.911035344,4.130329523,4.31891598,4.440290855,4.624278581,4.863867251,5.161779322,5.431225072,5.661024399,5.877054411,6.178055531,6.415662021,6.633663187,6.861262411,6.917787249,7.189794432,7.053094565,7.185969268,7.28802912,7.352694506,7.929318073,7.949808174,7.916864395,8.128158845,7.946387455,7.581615511,6.106081209,5.725452456,4.324730486,3.391638674,3.112829094,3.189707969,1.9927247,1.758689381,1.278531187,0.975150655,1.033457615,1.105823062,1.2020381,1.259122407,1.347584184,1.372747626,1.358775546,1.416588428,1.238949754,1.318478521,1.349610917,1.300677265,1.337161135,1.295803548,1.305972735,1.336338127,1.444202074,1.604198677,1.626039896
South Sudan,0.031061941,0.030895389,0.031478321,0.033726772,0.038140399,0.042220922,0.055128699,0.060041982,0.072366827,0.070534756,0.095017894,0.110257398,0.113172058,0.122165864,0.123248451,0.12907777,0.096267034,0.085274604,0.086440468,0.07811287,0.081110805,0.085108052,0.082693049,0.086940124,0.088772195,0.079611838,0.092519615,0.096516862,0.076114246,0.110090847,0.08535788,0.118418445,0.110923606,0.099181693,0.06836958,0.094018582,0.09718307,0.100264281,0.122748796,0.106426703,0.115420509,0.125496903,0.144400551,0.184039917,0.205608396,0.25982106,0.248911906,0.272562285,0.320196146,0.338183758,0.352257398,0.358419821,0.349675843,0.363,0.395,0.419,0.53,0.471,0.407,0.420274001,0.432555616
Sudan,0.341851173,0.340006692,0.34645428,0.371187739,0.419761436,0.464706484,0.606804722,0.660873512,0.796524337,0.776344207,1.045843075,1.213615832,1.245670834,1.344701401,1.356582369,1.420673992,1.059557456,0.938413098,0.950986317,0.85884826,0.89160764,0.935327716,0.908829048,0.95493038,0.974623012,0.873801481,1.015383838,1.059873733,0.835475731,1.20899963,0.936354643,1.301551624,1.219017414,1.088775115,0.74954416,1.033016091,1.065196377,1.099231501,1.348260448,1.169573365,1.26779731,1.379748121,1.587635987,2.024529415,2.261092538,2.857759707,2.736917922,2.997729439,3.522034995,3.721097445,3.872510427,3.929476303,3.825565193,3.967986178,4.414705315,4.542796803,5.502901879,5.270560369,5.926560369,6.106003991,6.272032108
Réunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036027492,0.035154934,0.033468569,0.033417317,0.042317937,0.042252935,0.042133916,0.042071381,0.041802536,0.041686027,0.041468154,0.041351423,0.042497535,0.041955833,0.041679797,0.040221559,0.031726399,0.026094635,0.036828798,0.042178975,0.037356989,0.026437825,0.026461057,0.026437825,0.026437825,0.026437825
Romania,13.82185323,14.57263425,15.20635039,17.41615575,18.95618277,19.66076079,21.46203898,22.95051181,25.11701709,27.31424661,30.43871107,32.74603846,34.30170679,36.09558086,39.51011069,41.13545561,44.21572872,47.61789866,48.60171556,52.8218856,53.40513649,53.54777328,53.96567173,53.31036971,54.61692064,51.53291689,52.92218407,55.03310143,57.75972067,57.92074926,58.29678832,46.20247617,38.03773285,35.77300125,33.52410073,33.28642519,34.67053919,35.50652984,33.04439802,29.35631668,24.77570372,26.05233639,27.39003037,27.76619335,28.73776535,28.45790304,28.02796761,28.67980159,29.59620449,28.80310576,23.47820312,23.00483667,24.43183566,23.54140093,20.98141201,21.13330166,21.21332693,20.69126687,21.30935855,21.00197024,20.49237183
Russian Federation,232.2309656,241.7743261,249.3246039,261.6694472,280.6272933,298.4496071,316.5898828,334.3275664,349.5895532,359.4141277,374.3133355,393.7036284,417.8189738,439.6277276,458.2190884,475.6915635,500.042352,519.2773014,536.9201378,555.3511206,559.9385675,581.9599198,570.8658705,581.6418694,589.8847556,595.1134228,641.8328017,643.4613838,640.8057317,657.9222676,643.1851372,689.2177354,653.9241156,534.2955498,507.4944408,447.9801202,440.2096943,431.2666059,402.6083985,397.9686503,405.5922583,401.4880543,411.4358298,408.1559985,416.3182181,417.7056836,422.3187176,438.4043,437.8613028,446.696063,417.2393336,440.1978204,454.40861,458.4787652,441.9139989,442.7808157,442.9205814,441.6769263,449.2848828,461.6158367,458.0695391
Rwanda,0.020371429,0.019057143,0.024971429,0.023,0.023,0.01,0.013,0.012,0.011,0.015,0.016,0.016,0.017,0.018,0.019,0.02,0.048,0.073,0.073,0.079,0.081,0.135,0.164,0.166,0.19,0.173,0.168,0.163,0.166861378,0.188938551,0.186736866,0.142827821,0.128762941,0.130717092,0.131661727,0.125825795,0.123818875,0.126871724,0.131440267,0.131384903,0.137127421,0.141842716,0.142316068,0.141786026,0.138689137,0.140592249,0.14049536,0.140398472,0.147974048,0.144054585,0.152362588,0.15649479,0.176588974,0.19608679,0.21350292,0.22181714,0.252860262,0.285720524,0.286720524,0.294786568,0.303196771
Saint Helena,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003089196,0.003008338
Saint Lucia,0.003,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.009,0.01,0.017,0.018,0.019,0.021,0.022,0.02,0.021,0.023,0.019,0.027,0.041,0.031,0.026,0.031,0.028,0.031,0.035,0.036,0.04,0.045,0.045,0.044,0.046,0.041,0.063,0.07,0.084,0.088,0.083,0.08,0.091,0.095,0.095,0.079,0.101,0.101,0.092,0.1,0.08,0.082,0.09,0.1,0.091,0.09,0.084,0.095,0.098,0.091,0.096,0.098854262,0.096266814
Sint Maarten (Dutch part),0.33392401,0.287129087,0.299658357,0.329083156,0.315225024,0.306492503,0.274979493,0.257134776,0.316743724,0.294532746,0.385464867,0.431120765,0.375213647,0.363823402,0.40359434,0.365816695,0.26491811,0.565905328,0.295576852,0.25172441,0.264063842,0.271752257,0.258843313,0.289407136,0.148737613,0.371416899,0.434727676,0.083338624,0.074089947,0.072984127,0.138931217,0.148783069,0.118724868,0.097814815,0.150994709,0.144761905,0.143253968,0.134005291,0.140238095,0.007740741,0.058005291,0.153910053,0.156724868,0.151095238,0.151195767,0.158634921,0.157227513,0.163862434,0.184470899,0.177433862,0.181555556,0.125058201,0.159539683,0.19,0.195,0.2,0.206,0.208,0.205,0.211095038,0.205569759
Samoa,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.007,0.007,0.008,0.008,0.008,0.01,0.01,0.01,0.009,0.016,0.013,0.022,0.029,0.026,0.027,0.028,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.033,0.028,0.029,0.03,0.03,0.031,0.032,0.034,0.035,0.036,0.037,0.039,0.04,0.04,0.042,0.041,0.044,0.045,0.047,0.049,0.051,0.051,0.055,0.054,0.054,0.057,0.064,0.067,0.07,0.07310702,0.077887357
Sao Tome and Principe,0.002,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.003,0.003,0.004,0.005,0.005,0.008,0.008,0.009,0.009,0.011,0.012,0.013,0.015,0.014,0.015,0.014,0.014,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.014,0.016,0.018,0.02,0.021,0.023,0.023,0.023,0.025,0.027,0.028,0.031,0.031,0.031,0.031,0.033,0.034,0.034423165,0.035245122
Saudi Arabia,0.505918898,0.729902677,0.97388634,1.705797244,1.893781139,1.921716142,1.150724252,1.748724252,6.95564315,7.936440464,9.626351181,12.35025392,16.30912713,19.18168032,25.94255159,26.93826643,22.72400782,27.69089949,32.22442258,31.39308806,37.66493219,46.1898992,47.84481975,43.09264119,43.89593072,42.44275232,47.05746225,55.84076738,51.97700169,55.19860139,55.51834467,50.62370807,72.97657644,77.80407276,85.51511594,83.91737108,64.05894069,70.48680329,58.89649071,56.55854689,61.67480372,80.88245899,80.94292865,88.88678407,89.11493292,107.6923828,108.0389628,117.7106899,105.4877586,117.995745,127.1409139,141.2980206,135.8239656,153.7061936,147.5996812,164.2729082,176.1486397,154.4079474,158.1377201,157.4120731,158.8836243
Senegal,0.105813465,0.225813465,0.221797244,0.221797244,0.234789134,0.251772913,0.461797244,0.468789134,0.190813465,0,0.133772913,0.356732362,0.368732362,0.396626929,0.422675591,0.504635039,0.703602598,0.48299558,0.610626541,0.714955385,0.788247517,0.910600691,0.895157485,0.828759101,0.712721257,0.896334078,0.723390894,0.719553937,0.661728592,0.739849545,0.99942064,0.856723633,0.921933858,0.934347149,0.965604533,1.047139213,0.93585032,0.999793721,0.868534322,0.909691758,0.983507677,1.064657767,1.162033742,1.210949023,1.344527456,1.429492032,1.511893423,1.206812875,1.327315781,1.293404354,1.286305733,1.986919474,2.134095239,2.009516104,2.143425443,2.400667889,2.687322183,2.690767016,2.555767016,2.644761198,2.680874766
Serbia,3.823479613,4.176450433,4.377239922,4.492142237,4.99749054,5.661530682,5.825245336,5.772893013,5.831567353,6.2379644,6.46801573,8.45031901,9.105491631,8.534033176,10.19160153,10.23316507,10.67428109,11.01368048,10.70642431,11.95985653,13.00426319,12.78192058,13.90894488,12.77099005,13.75082596,14.50032586,14.78919515,15.44192481,15.07179692,15.54962963,15.50009171,15.40621004,10.91255107,11.92255968,10.39730657,10.10920114,10.68254216,12.50673071,13.44558849,14.1599514,9.768217019,12.26806566,13.44599734,14.23225996,15.20632665,16.43341699,14.09228007,16.61063564,16.27462785,14.10482885,12.5158901,12.47173202,13.36164847,11.93353603,12.15770415,10.14986954,11.93970847,12.29139561,12.41339467,12.56907759,14.91994404
Seychelles,NaN,NaN,NaN,NaN,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.008,0.009,0.012,0.013,0.015,0.016,0.022,0.023,0.021,0.033,0.026,0.027,0.023,0.027,0.027,0.041,0.045,0.055,0.054,0.064,0.041,0.047,0.047,0.05,0.055,0.054,0.064,0.093,0.118,0.139,0.156,0.173,0.147,0.15,0.201,0.188,0.2,0.175,0.189,0.143,0.121,0.089,0.115,0.09,0.133,0.131,0.162,0.16,0.165218281,0.170046434
Sierra Leone,0.064,0.195,0.079,0.089,0.101,0.083,0.077,0.082,0.069,0.099,0.296,0.234,0.219,0.185,0.147,0.142,0.143,0.123,0.14,0.194,0.185,0.166,0.189,0.151,0.188,0.168,0.181,0.184,0.136,0.125,0.102,0.147,0.164,0.123,0.124,0.131,0.068,0.08,0.061,0.07,0.04,0.106,0.114,0.145895062,0.155,0.151,0.126,0.168,0.141,0.146,0.146,0.157,0.203,0.235,0.282,0.311,0.247,0.254,0.256,0.269530228,0.280311937
Singapore,0.491,0.38,0.571,0.70286193,0.926789361,1.009781024,0.689772913,0.183567809,0.833480945,1.477375934,1.96431063,4.965197087,4.524326702,6.063888898,5.785864567,5.989840236,6.691540157,8.187369828,7.714231939,9.03609405,9.840955141,8.554389458,7.298185854,8.080178477,9.500644433,9.065735288,9.07931474,9.518699891,8.859312143,9.811462988,11.38338004,12.08803357,12.29514401,13.15847807,13.88403735,16.7425112,11.41970204,13.46867735,15.84927786,13.19771033,13.61094935,13.33414331,13.49402261,12.87464537,13.5089643,12.789,9.953,11.748,12.969,15.713,24.59,15.453,8.262,13.14,14.838,15.068,16.957,10.992,10.662,10.44979816,10.62903971
Slovakia,8.097091591,8.635814831,9.372999986,9.988443215,10.50712563,10.93500585,10.65497497,10.59493227,10.57289509,11.06178002,11.7433062,13.46381093,14.12483329,14.25584607,14.31537375,14.48266872,15.15484787,15.74643161,16.2194702,16.36881678,15.94400447,16.13297228,15.95931502,15.80495361,15.82875909,16.36430607,16.14294886,16.25612452,16.0667034,15.80841212,15.08889605,16.82135988,14.58458012,13.38131439,12.68674261,11.97563342,12.09672862,12.05953177,12.09434507,12.02869677,11.79055897,11.26886748,11.8390544,11.49356033,11.58244644,11.71526994,11.71147677,11.65046136,11.21591334,11.32728558,10.30433013,10.51397852,10.40173391,9.831108492,9.71010852,9.185179403,9.411636684,9.531057111,9.849164208,9.849300553,9.092458748
Slovenia,1.084506677,1.18471978,1.242072278,1.274437044,1.417717488,1.606559314,1.653175366,1.638047314,1.654763522,1.769669533,1.834850076,2.398906718,2.583697537,2.418151189,2.889052104,2.899398477,3.023057594,3.117703678,3.028458165,3.383696889,3.679786726,3.614759229,3.929371678,3.605270804,3.882728291,4.094975107,4.17699578,4.3621592,4.251971617,4.40692446,4.385090723,4.11949737,3.821298766,3.822802696,3.903786734,3.996362712,4.163278414,4.344051918,4.433657601,4.356203131,4.18592781,4.215310806,4.47007066,4.510172091,4.445695886,4.544495164,4.625578985,4.678636941,4.716430598,4.972711369,4.456818236,4.469553359,4.465147678,4.318164841,4.145445855,3.693214058,3.716578215,3.934677004,3.893218712,3.954106025,3.738107944
Solomon Islands,0.003,0.003,0.004,0.004,0.004,0.005,0.007,0.007,0.009,0.01,0.01,0.011,0.013,0.015,0.018,0.018,0.016,0.017,0.022,0.017,0.03,0.028,0.037,0.033,0.039,0.039,0.041,0.042,0.044,0.043,0.044,0.04,0.043,0.044,0.047,0.05,0.052,0.054,0.056,0.059,0.059,0.061,0.064,0.067,0.07,0.075,0.077,0.079,0.082,0.084,0.087,0.09,0.094,0.095,0.102,0.09,0.08,0.079,0.078,0.081462108,0.086788769
Somalia,0.024,0.023,0.024,0.029,0.028,0.037,0.036,0.038,0.062,0.042,0.044,0.059,0.051,0.064,0.072,0.09,0.137,0.131,0.218,0.152,0.133,0.222,0.075,0.196,0.255,0.195,0.234,0.252,0.271,0.273923525,0.259845086,0.199119034,0.192822557,0.18546392,0.17446017,0.17145642,0.16045267,0.155,0.147,0.14,0.134,0.131,0.137,0.16,0.162,0.162,0.162,0.162,0.166,0.164,0.163,0.167,0.167,0.166,0.172,0.172,0.172,0.174,0.174,0.17967488,0.184925497
South Africa,25.78408031,26.70401554,27.87113709,28.84006399,29.94682068,32.62718819,34.9727178,34.99860413,36.50657992,37.65113373,39.0673715,40.8346578,45.96208621,46.8223042,47.31382234,48.18566094,50.49427654,52.65191128,54.51614843,55.10120173,59.68453485,62.28642665,70.16910141,76.54464807,79.6752555,86.14200701,88.39797826,90.20918935,89.70961066,93.53068803,93.00020467,85.41816487,88.99260386,82.25114424,87.44266613,92.41943616,98.70125227,99.2557607,105.2015025,102.9782241,102.300797,103.2354956,101.3964782,97.2591179,110.3092502,122.5651441,113.5165502,121.8948112,126.8559702,135.0006152,137.0795425,127.4372293,129.3528799,125.8567046,124.4175611,131.5187467,123.2505786,125.5575786,127.2115786,128.8212988,130.6244816
Spain,14.21368213,13.33667402,14.63069218,16.36895465,16.03245181,17.55562457,19.38331071,21.18368299,23.57914205,26.47850316,26.40200407,31.86858223,35.05964191,39.49677994,42.2918217,47.12487962,49.41414829,53.96990159,53.1737978,54.45237763,55.33465312,58.38195513,56.24883344,56.93176812,55.52252872,53.94832495,54.56627922,51.61355991,51.7214682,53.89115833,61.37680917,63.1041365,65.76228733,68.18045699,65.82837961,69.23072969,72.98491221,69.54020997,72.95481418,75.3334013,81.74090381,84.95279655,85.45847192,90.98785903,92.13671588,96.74824706,100.8439205,98.4111911,100.5547758,91.87341979,81.12477485,77.43586069,77.65934725,76.10553796,68.98575799,69.62341859,74.1504774,71.16800318,74.964864,73.59559321,68.96376001
Sri Lanka,0.560894379,0.615902677,0.636910787,0.698902677,0.690918898,0.619918898,0.724902677,0.725910787,0.803789134,0.883756693,1.177691811,0.98064315,0.871578268,0.965578268,1.005538176,0.799481593,0.789570157,0.763855707,0.794497176,0.937648565,1.039578527,0.924836007,1.093223151,1.219129019,1.325026727,1.051337699,1.068931712,0.998990576,1.09904944,0.943405536,0.940778112,1.045158215,1.129102119,1.393554517,1.357971446,1.483564956,1.587199194,1.902329416,2.052281514,2.11143877,2.32465813,2.765779701,2.818576983,2.98763187,2.989117945,3.3150024,3.257421957,3.218792739,3.31640564,3.271783924,3.53261033,3.561763411,4.062937324,4.311667601,4.006018093,4.828040269,5.412158296,6.285042105,6.273042105,6.269987188,6.779790315
Saint Kitts and Nevis,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.015,0.018,0.014,0.014,0.014,0.016,0.015,0.018,0.018,0.029,0.029,0.03,0.031,0.033,0.035,0.036,0.039,0.041,0.044,0.047,0.048,0.054,0.054,0.058,0.054,0.055,0.059,0.059,0.061,0.06,0.063,0.06,0.061,0.063,0.064,0.065,0.066,0.067962305,0.066183435
Saint Pierre and Miquelon,0.009,0.01,0.013,0.009,0.01,0.013,0.011,0.012,0.014,0.011,0.009,0.01,0.013,0.019,0.011,0.012,0.009,0.013,0.01,0.009,0.01,0.01,0.011,0.011,0.009,0.01,0.009,0.013,0.014,0.018,0.028,0.025,0.028,0.026,0.02,0.019,0.019,0.019,0.013,0.015,0.015,0.015,0.015,0.016,0.018,0.017,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.02,0.021,0.021,0.021,0.021,0.02162437,0.021058366
Saint Vincent and the Grenadines,0.003,0.003,0.003,0.003,0.004,0.005,0.004,0.005,0.005,0.006,0.008,0.008,0.008,0.01,0.011,0.009,0.009,0.009,0.009,0.01,0.008,0.01,0.01,0.011,0.013,0.018,0.018,0.018,0.021,0.018,0.021,0.022,0.023,0.023,0.028,0.033,0.035,0.036,0.036,0.044,0.045,0.04,0.049,0.051,0.054,0.06,0.06,0.059,0.071,0.052,0.085,0.06,0.054,0.069,0.057,0.075,0.058,0.069,0.07,0.072081233,0.070194552
Suriname,0.1,0.118,0.117,0.135,0.145,0.165,0.217,0.299,0.364,0.396,0.415,0.439,0.467943228,0.475935118,0.574935118,0.436951339,0.550967559,0.544903928,0.517883967,0.652800375,0.625755461,0.646674867,0.553581284,0.510525897,0.374469754,0.423589528,0.435550228,0.479510928,0.479471628,0.511432328,0.505393028,0.474353728,0.552348664,0.5543436,0.556338536,0.557238254,0.562232467,0.568226679,0.574220892,0.574215105,0.579209317,0.59820353,0.645020027,0.425936083,0.419854088,0.424769925,0.433684251,0.474633069,0.479495293,0.528304209,0.544581993,0.653754058,0.594872885,0.719541006,0.749147273,0.774034272,0.745846968,0.634859007,0.687847351,0.696456581,0.711254082
Swaziland,0.001,0.009,0.001,NaN,NaN,0.003,0.022,0.055,0.062,0.076,0.083,0.1,0.109,0.104,0.101,0.085,0.092,0.091,0.093,0.12,0.122,0.127,0.119,0.119,0.074,0.091,0.12,0.125,0.119,0.119,0.119,0.263,0.239,0.228,0.194,0.295,0.29,0.216,0.313,0.318,0.339,0.331,0.299,0.295,0.274,0.273,0.277,0.277,0.287,0.282,0.293,0.277,0.28,0.325,0.422,0.246,0.267,0.322,0.269,0.269637188,0.265788109
Sweden,11.56888567,13.41990189,13.31864261,13.99360992,15.09635826,16.47600165,17.07483969,19.79185588,18.81270157,21.18068535,23.57563669,25.18750693,23.06467117,23.11774041,23.82363835,21.78579072,22.04161324,24.08330944,23.40087571,21.69129765,23.16295472,19.57266372,18.93806792,16.99164033,15.90310467,15.64106058,17.02094161,16.92426927,16.29246038,15.67304569,15.15333566,15.65197186,15.74978795,15.67999182,15.6914436,16.36293915,16.20256731,17.27695917,15.88770528,16.01983241,15.23475898,14.92478939,15.17932747,15.44009818,15.60059132,15.41373335,14.69783206,14.64908985,14.4489368,13.87991146,12.89058866,14.47658935,13.41891392,12.74345181,12.30522257,11.82793543,11.82771711,11.72832024,11.5466201,11.39906734,11.67211199
Switzerland,4.530039764,5.320650472,5.556025984,6.58288811,7.933050315,7.676231181,8.277548018,8.593230626,8.875392867,9.820231181,10.38399647,10.98371164,11.43229752,11.71282044,12.60983424,11.30643368,10.65804869,11.03631808,11.20025011,11.50923703,10.88003969,11.05076602,10.59271762,9.985000977,10.92305187,10.67901077,10.85698653,11.52990867,10.97274556,11.09748019,10.75808278,12.05087908,12.59110836,12.55723374,11.89984255,11.64735101,11.84847989,12.03570406,11.74597889,12.17653422,12.13041511,11.90436447,12.30416102,11.8634269,12.18665584,12.34617888,12.49678902,12.38364713,11.83634454,12.20368722,11.88174551,12.29518329,11.18600533,11.5324024,11.78652764,10.70808756,10.57128633,10.69667289,10.42092386,10.06972839,10.28425377
Syria,0.607504461,0.878464724,0.835407953,0.87332762,0.984245748,1.19030252,1.002253858,1.34031874,1.256334961,1.62498622,1.97397,1.814936974,2.421994331,2.116888373,2.152067756,2.634937559,3.048905118,3.749220964,3.993546844,4.143393659,6.136626267,5.656847143,7.241980392,6.649684314,7.580377018,8.965340808,8.021118162,8.480689895,9.809734495,10.01067596,9.35351548,10.11060552,11.51766901,11.61600935,12.34216283,12.60639444,11.24458246,11.55083525,12.38459848,13.58010953,14.12975527,13.77770535,13.13883519,10.49087247,14.62374187,13.75126785,13.61376838,14.42150683,17.93626644,18.25256438,16.80191667,16.57107042,15.32187478,11.95143788,9.773194608,8.218349109,7.826269673,7.780634836,7.205634836,7.06268805,7.358265609
Taiwan,2.999824016,3.240694252,3.419337402,3.86594,4.123526378,4.614404724,4.870307402,5.311568724,5.996155748,6.588595474,7.175490081,7.842256116,8.590436378,9.790527371,10.98427661,10.72919551,11.86050614,15.29850253,16.65292185,19.33301426,20.60567972,22.68541596,20.35125059,20.42959563,22.50746128,22.96385921,22.90324799,25.49425951,26.50748223,30.51796956,33.2129289,32.87109504,35.64847017,37.97374513,41.53158601,43.08828344,45.20967161,47.41495118,51.01970224,53.94422548,56.03543739,60.56758018,61.14368387,64.23582401,65.94711569,68.30219951,69.81542699,67.94878391,74.70903783,70.98055799,67.38724417,72.27610374,72.73069017,69.72613703,70.33506935,71.30007787,70.18461583,72.40277502,74.35875917,74.53729994,71.68104518
Tajikistan,1.066338678,1.110255136,1.144999721,1.201765685,1.288823867,1.370674373,1.454048051,1.535577571,1.605696264,1.650826826,1.719235325,1.808314987,1.919300783,2.019729181,2.105438699,2.18605311,2.298298113,2.386701021,2.467822009,2.552472796,2.573483731,2.674678279,2.62392088,2.673320453,2.711372858,2.735497281,2.949942715,2.957661632,2.945539403,3.024195986,2.956686166,2.765577704,2.489750121,1.99089103,1.408675734,0.64067854,0.666727064,0.770328924,0.58649594,0.680788488,0.6865572,0.609190493,0.623768925,0.511172004,0.562825201,0.695217043,0.660798661,0.718924324,0.874534244,0.786476261,0.663489937,0.685160713,0.632197191,0.792603873,0.783066333,1.224202397,1.409062387,1.720897876,1.875734566,2.039646507,2.450841855
Thailand,0.906440394,1.012416063,1.130107874,1.371937559,1.517905118,2.038832698,2.030621938,2.583361732,3.316086561,4.660388504,3.968347953,4.190104646,5.245933747,5.951277402,6.664912441,6.607677898,6.651613021,7.837387252,8.751336073,9.53793054,9.985392403,10.90508544,10.32117173,10.27172662,11.49490446,12.43334545,13.16331054,13.43432629,15.36740321,18.06846961,21.22932426,23.9948559,26.40451051,28.95591972,33.08228191,36.71031169,42.75001652,47.41502001,48.8699515,43.46053261,45.34483769,46.58776444,49.80471597,52.41658093,55.46871458,59.63814912,61.22983951,62.14980209,62.98084811,62.25881954,66.39717691,69.98423994,69.26874182,73.7375899,78.0755287,76.41766229,77.3179865,76.88448278,78.14848278,79.81795703,78.67897025
Timor-Leste,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.044,0.044,0.048,0.048,0.049,0.05,0.055,0.062,0.064,0.067,0.08,0.121,0.14,0.137,0.135,0.136,0.142036495,0.151324007
Togo,0.015,0.018,0.025,0.024,0.029,0.036,0.036,0.049,0.054,0.053,0.066,0.075,0.086,0.110497073,0.112310491,0.106514398,0.085,0.088,0.126,0.097,0.377,0.216511326,0.19249348,0.222874234,0.16988935,0.189219817,0.179424309,0.230849481,0.251807338,0.262256256,0.278764675,0.265467786,0.286153572,0.28129632,0.291736575,0.274268674,0.320617085,0.345297762,0.239897926,0.352065229,0.505031114,0.363365721,0.316297216,0.360936408,0.492557587,0.475963155,0.469866539,0.409526747,0.413960699,0.415605349,0.748045306,0.70843286,0.683384279,0.604702238,0.580988606,0.61082369,0.73319869,0.845402772,0.83219869,0.864438687,0.890129478
Tonga,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.007,0.005,0.006,0.007,0.006,0.009,0.008,0.008,0.01,0.011,0.011,0.013,0.012,0.013,0.013,0.013,0.013,0.015,0.019,0.019,0.021,0.026,0.019,0.023,0.025,0.026,0.021,0.027,0.024,0.03,0.026,0.024,0.028,0.032,0.03,0.031,0.035,0.031,0.033,0.036,0.032,0.028,0.029,0.031,0.031,0.033,0.035,0.043,0.044908598,0.04784509
Trinidad and Tobago,0.843805354,0.703805077,1.254894567,1.973821575,0.356821575,1.034805354,1.416789283,1.105764803,1.264789134,1.101764803,1.064732362,2.453699799,2.209716142,2.247683701,2.562724252,2.740732362,2.623716142,4.342472206,4.410278407,4.179002194,4.559792074,4.6177496,4.705889972,5.023263025,4.442015631,4.777404196,5.655862547,4.736584693,4.773216759,4.3212611,4.395476696,4.634968401,4.631092728,5.214020649,4.752125476,4.646079451,4.492410392,5.668203683,5.611419266,5.390593425,6.131490458,6.602360509,7.25163703,7.803098556,8.801986519,8.890345137,10.35562171,11.5758976,12.34596543,12.03462199,12.06859471,12.81621125,12.73982467,12.4333941,12.34599399,12.64868779,12.31468802,10.93124057,10.9082469,10.33448998,10.33403067
Tunisia,0.433514504,0.470552988,0.481635039,0.489601786,0.530602598,0.751497165,0.671496416,0.786472835,0.841480945,0.980440964,1.051335592,1.020399254,1.148359848,1.291310096,1.316424173,1.471407953,1.51231874,1.594273293,1.841889595,2.040924141,2.388172003,2.58333126,2.674715963,2.590846081,3.070346104,3.135514474,3.239884635,3.273023342,3.183227699,3.377959852,3.586366576,3.582731236,4.192918432,4.064357295,4.463405793,4.305708187,4.243674338,4.525340955,4.570911863,4.860408478,4.945478451,5.368538195,5.607334457,5.610979353,5.711095753,5.98432879,6.077697782,6.168802554,6.464072036,6.641217841,6.637993253,7.396979058,6.966247865,7.1796961,7.332287341,7.61246038,7.98979808,7.917069584,8.084069584,8.285232768,8.46422508
